metabolite	name	kegg	chebi
MAM03623	Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])	nan	nan
MAM03884	Phytanate	C01607	CHEBI:16285
MAM04081	Cholesterol Ester	nan	nan
MAM03968	Cis-Tetradec-7-Enoyl-[Acyl-Carrier Protein] (N-C14:1)	nan	nan
MAM03646	Cis-Hexadec-9-Enoyl-[Acyl-Carrier Protein] (N-C16:1)	nan	nan
MAM03786	Octadecanoyl-ACP (N-C18:0ACP)	nan	nan
MAM03795	Cis-Octadec-11-Enoyl-[Acyl-Carrier Protein] (N-C18:1)	nan	nan
MAM03726	Linoleic Acid ACP (All Cis)	nan	nan
MAM03725	Linoelaidic Acid ACP (All Trans)	nan	nan
MAM03788	Octadecynoyl-ACP (N-C18:2ACP)	nan	nan
MAM03787	Octadecadienoate (N-C18:2)	nan	nan
MAM03887	Pristanoyl Coenzyme A	nan	CHEBI:64039
MAM03960	D-Tagatose 1-Phosphate	nan	nan
MAM03748	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A)	nan	nan
MAM03727	Alpha-Linolenyl Carnitine	nan	nan
MAM03749	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))	nan	nan
MAM03750	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol-Protein (M4A)	nan	nan
MAM03850	Pseudoecgonyl Coenzyme A	nan	nan
MAM03318	Chenodeoxycholate	C02528	CHEBI:16755
MAM03390	3-Oxostearoyl-ACP	nan	nan
MAM03391	3-Hydroxystearoyl-ACP	nan	nan
MAM03392	(2E)-Octadecenoyl-ACP	nan	nan
MAM03389	Stearoyl-ACP	nan	nan
MAM03326	3-Oxolaur-Cis-5-Enoyl Coenzyme A	nan	nan
MAM03393	Gm4-Pool	nan	nan
MAM03316	Phosphatidyl-N-Methylethanolamine	C01241	CHEBI:15958
MAM03321	Phosphatidyl-N-Dimethylethanolamine	C04308	nan
MAM00040	(2E)-docosenoyl-CoA	nan	nan
MAM03337	3,5,3,5-Tetraiodothyroacetate	nan	nan
MAM03341	3,5,3,5-Tetraiodothyroacetate-Beta-D-Glucuronoside	nan	nan
MAM03338	3,3,5-Triiodothyroacetate	nan	nan
MAM03342	3,3,5-Triiodothyroacetate-Beta-D-Glucuronoside	nan	nan
MAM03339	3,5,3-Triiodothyroacetate	nan	nan
MAM03343	3,5,3-Triiodothyroacetate-Beta-D-Glucuronoside	nan	nan
MAM03340	3,5-Diiodothyroacetate	nan	nan
MAM03344	3,5-Diiodothyroacetate-Beta-D-Glucuronoside	nan	nan
MAM03330	Cyanosulfurous Acid Anion	nan	nan
MAM03525	Cyanate	nan	nan
MAM03345	Dynorphin B	nan	nan
MAM03348	Dynorphin B (10-13)	nan	nan
MAM03349	Dynorphin B (6-9)	nan	nan
MAM03346	Rac-5,6-Epoxy-Retinoate	nan	nan
MAM03327	Vitamin A2	nan	nan
MAM03347	All-Trans-3,4-Didehydroretinoate	nan	nan
MAM03329	8-Dehydrocholesterol	nan	nan
MAM03328	27Alpha-Hydroxy-8-Dehydrocholesterol	nan	nan
MAM03376	13,14-Epoxy-Retinol	nan	nan
MAM03355	14-Hydroxy-4,14-Retro-Retinol	nan	nan
MAM03370	7,8-Epoxy-8Alpha-Hydroperoxytocopherone	nan	nan
MAM03371	5,6-Epoxy-Alpha-Tocopheryl Quinone	nan	nan
MAM03372	4Alpha,5-Epoxy-8Alpha-Hydroperoxytocopherone	nan	nan
MAM03373	2,3-Epoxy-Alpha-Tocopheryl Quinone	nan	nan
MAM03369	5-Ht-Moduline	nan	nan
MAM03374	L-Leucyl-L-Serine	nan	nan
MAM03375	L-Alanyl-L-Leucine	nan	nan
MAM03356	13,14-Dihydroxy-Retinol	nan	nan
MAM03323	Diazepam	C06948	nan
MAM03324	Nordazepam	C07486	nan
MAM03322	Methylcobalamin	C06453	nan
MAM03335	2-Hydroxyamino-3,8-Dimethylimidazo[4,5-F]Quinoxaline	nan	nan
MAM03336	2-Hydroxyamino-Meiqx-N2-(Beta-1-Glucosiduronyl)-2-Hydroxyamino-3,8-Dimethylimidazo[4,5-F]Quinoxaline	nan	nan
MAM03334	3(S)-3-Hydroxydodecen-(5Z)-Oyl Coenzyme A	nan	nan
MAM03319	1-Acylglycerone 3-Phosphate	C03372	CHEBI:15835
MAM03333	Trans,Cis-Dodeca-2,5-Dienoyl Coenzyme A	nan	nan
MAM03320	1-Alkyl-Sn-Glycerol 3-Phosphate	C03968	nan
MAM03358	(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A	nan	nan
MAM03359	Trans-2-Cis,Cis-4,8-Tetradecatrienoyl Coenzyme A	nan	nan
MAM03360	Trans-3-Cis-8-Tetradecadienoyl Coenzyme A	nan	nan
MAM03361	Trans-2-Cis-8-Tetradecadienoyl Coenzyme A	nan	nan
MAM03350	(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A	nan	nan
MAM03351	3-Oxo-Cis-8-Tetradecenoyl Coenzyme A	nan	nan
MAM03352	Cis-6-Dodecenoyl Coenzyme A	nan	nan
MAM03317	1-Alkyl-2-Acetyl-Sn-Glycerol 3-Phosphate	C01264	nan
MAM03362	3(S)-Phytanoyl Coenzyme A	C02060	CHEBI:15538
MAM03363	3(S)-2-Hydroxyphytanoyl Coenzyme A	nan	nan
MAM03029	trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA	nan	nan
MAM03353	Tetracosa-9,12,15,18,21-All-Cis-Pentaenoyl Coenzyme A	C16167	CHEBI:63543
MAM03331	4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol	nan	nan
MAM03377	24,25,26,27-Tetranor-23-Oxo-Hydroxyvitamin D3	nan	nan
MAM03354	Tetracosa-9,12,15,18-All-Cis-Tetraenoyl Coenzyme A	C16171	CHEBI:63548
MAM03357	One Carbon Unit	nan	nan
MAM03364	3-Oxo-Cis-9-Octadecenoyl Coenzyme A	nan	nan
MAM03365	3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A	nan	nan
MAM03366	Trans,Cis-2,9-Octadecadienoyl Coenzyme A	nan	nan
MAM03367	24(R),25(R)-Varanoyl Coenzyme A	nan	nan
MAM03368	24-Oxo-25(R)-Trihydroxycoprostanoyl Coenzyme A	C05467	CHEBI:27379
MAM00475	1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)	nan	nan
MAM03325	3-(Methylthio)Propionate	C08276	CHEBI:1438
MAM03510	Methanethiol	nan	nan
MAM03405	Acrylate	nan	nan
MAM03332	(8Z,11Z,14Z)-Eicosatrienoic Acid	C03242	CHEBI:53486
MAM03035	trans-3-decenoyl-CoA	nan	nan
MAM03381	Benzo[A]Pyrene-2,3-Oxide	nan	nan
MAM03378	Benzo[A]Pyrene-2,3-Diol	nan	nan
MAM03379	Benzo[A]Pyrene-4,5-Diol	nan	nan
MAM03380	Benzo[A]Pyrene-9,10-Diol	nan	nan
MAM03386	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide	nan	nan
MAM03387	7,12-Dimethylbenz[A]Anthracene-3,4-Diol	nan	nan
MAM03388	7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide	nan	nan
MAM03382	Dibenzo[A,L]Pyrene	nan	nan
MAM03383	Dibenzo[A,L]Pyrene-11,12-Epoxide	nan	nan
MAM03384	Dibenzo[A,L]Pyrene-11,12-Diol	nan	nan
MAM03385	Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide	nan	nan
MAM03408	Adipic Acid	C06104	CHEBI:30832
MAM03409	Adipoyl Coenzyme A	nan	nan
MAM03499	Adipoyl Carnitine	nan	nan
MAM03201	3-Hydroxy Butyryl Carnitine	nan	nan
MAM03488	Decanoyl Carnitine	nan	nan
MAM03486	Decenoyl Coenzyme A	nan	nan
MAM03487	Decenoyl Carnitine	nan	nan
MAM03543	Decadienoyl Coenzyme A	nan	nan
MAM03544	Decadienoyl Carnitine	nan	nan
MAM03489	Sebacoyl Carnitine	nan	nan
MAM03924	Sebacoyl Coenzyme A	nan	CHEBI:76316
MAM03204	3-Hydroxydecanoylcarnitine	nan	nan
MAM03540	Lauroyl Carnitine	nan	nan
MAM03541	Dodecenoyl Carnitine	nan	nan
MAM03491	Dodecanedioyl Coenzyme A	nan	CHEBI:76315
MAM03562	Dodecanedioic Acid	nan	nan
MAM03490	Dodecanedioyl Carnitine	nan	nan
MAM03202	3-Hydroxydodecanoylcarnitine	nan	nan
MAM03263	3-Hydroxy Tetradecenoyl-7 Coenzyme A	nan	nan
MAM03979	Tetradecenoyl Coenzyme A	nan	nan
MAM03980	Tetradecenoyl Carnitine	nan	nan
MAM03264	3-Hydroxy Tetradecenoyl-7-Carnitine	nan	nan
MAM03267	3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A	nan	nan
MAM03974	Tetradecadienoyl Coenzyme A	nan	nan
MAM03975	Tetradecadienoyl Carnitine	nan	nan
MAM03268	3-Hydroxy Trans5,8Tetradecadienoyl Carnitine	nan	nan
MAM03262	3-Hydroxy-Tetradecanoyl Carnitine	nan	nan
MAM03216	3-Hydroxyhexadecenoyl Coenzyme A	nan	nan
MAM03217	3-Hydroxyhexadecenoylcarnitine	nan	nan
MAM03265	3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A	nan	nan
MAM03266	3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine	nan	nan
MAM03655	Hexadecanedioyl Coenzyme A	nan	CHEBI:77085
MAM03493	Hexadecanedioic Acid Mono-L-Carnitine Ester	nan	nan
MAM03218	3-Hydroxyhexadecanoyl Coenzyme A	nan	nan
MAM03219	3-Hydroxyhexadecanoylcarnitine	nan	nan
MAM03252	3-Hydroxyoctadecenoyl Coenzyme A	nan	nan
MAM03253	3-Hydroxy-Octadecenoyl Carnitine	nan	nan
MAM03249	3-Hydroxyoctadecadienoyl Coenzyme A	nan	nan
MAM03250	3-Hydroxyoctadecadienoylcarnitine	nan	nan
MAM03230	(S)-3-Hydroxyoctadecanoyl Coenzyme A	nan	nan
MAM03251	3-Hydroxyoctadecanoyl Carnitine	nan	nan
MAM03494	Malonyl Carnitine	nan	nan
MAM03495	Succinyl Carnitine	nan	nan
MAM03706	Isovaleryl Carnitine	nan	nan
MAM03496	Tiglyl Carnitine	nan	nan
MAM03497	Glutaryl Carnitine	nan	nan
MAM03498	Hexanoyl Carnitine	nan	nan
MAM03500	Octenoyl Coenzyme A	nan	nan
MAM03501	Octenoyl Carnitine	nan	nan
MAM03922	Suberyl Coenzyme A	nan	CHEBI:76317
MAM03502	Suberyl Carnitine	nan	nan
MAM03555	13-Docosenoyl Coenzyme A	nan	nan
MAM03560	Docosanedioicacid	nan	CHEBI:76299
MAM03243	3-Hydroxy-Isovaleryl Carnitine	nan	nan
MAM03542	4,7-Decadienoyl Coenzyme A	nan	nan
MAM03545	2,4,7-Decatrienoyl Coenzyme A	nan	nan
MAM02830	2,7-Decadienoyl Coenzyme A	nan	nan
MAM03794	5-Octenoyl Coenzyme A	nan	nan
MAM03205	3,7-Decadienoyl Coenzyme A	nan	nan
MAM04004	2,6,10-Trimethyl Undecanoyl Coenzyme A	nan	nan
MAM03539	5-Dodecenoyl Coenzyme A	nan	nan
MAM02698	2,6-Dodecadienoyl Coenzyme A	nan	nan
MAM03203	3,6-Dodecadienoyl Coenzyme A	nan	nan
MAM03172	2,6,9-Dodecatrienoyl Coenzyme A	nan	nan
MAM03211	3,6,9-Dodecatrienoyl Coenzyme A	nan	nan
MAM03972	7-Tetradecenoyl Coenzyme A	nan	nan
MAM03978	5,8-Tetradecadienoyl Coenzyme A	nan	nan
MAM04041	Trans5,8Tetradecadienoyl Coenzyme A	nan	nan
MAM03288	5,8,11-Tetradecatrienoyl Coenzyme A	nan	nan
MAM03492	Tetradecanedioyl Coenzyme A	nan	nan
MAM03650	7,10-Hexadecadienoyl Coenzyme A	nan	nan
MAM03982	Trans7,10-Hexadecadienoyl Coenzyme A	nan	nan
MAM03182	2,7,10-Hexadecatrienoyl Coenzyme A	nan	nan
MAM03658	7,10,13-Hexadecatrienoyl Coenzyme A	nan	nan
MAM03274	4,7,10-Hexadecatrienoyl Coenzyme A	nan	nan
MAM03653	2,4,7,10-Hexadecatetraenoyl Coenzyme A	nan	nan
MAM03221	3,7,10-Hexadecatrienoyl Coenzyme A	nan	nan
MAM03181	2,7,10,13-Hexadecatetraenoyl Coenzyme A	nan	nan
MAM03273	4,7,10,13-Hexadecatetraenoyl Coenzyme A	nan	nan
MAM03656	2,4,7,10,13-Hexadecapentaenoyl Coenzyme A	nan	nan
MAM03220	3,7,10,13-Hexadecatetraenoyl Coenzyme A	nan	nan
MAM03654	Hexadecanediocacid	nan	CHEBI:76276
MAM03789	9-Octadecenoyl Coenzyme A	nan	nan
MAM03792	Octadecenoyl Coenzyme A	nan	nan
MAM03194	2,6,9,12-Octadecatetraenoyl Coenzyme A	nan	nan
MAM03254	3,6,9,12-Octadecatetraenoyl Coenzyme A	nan	nan
MAM03195	2,6,9,12,15-Octadecapentenoyl Coenzyme A	nan	nan
MAM03255	3,6,9,12,15-Octadecapentenoyl Coenzyme A	nan	nan
MAM03567	11-Eicosenoyl Coenzyme A	nan	nan
MAM03571	5,8,11,14-Eicosatetraenoyl Coenzyme A	nan	nan
MAM03570	2,5,8,11,14-Eicosapentaenoyl Coenzyme A	nan	nan
MAM03284	5,8,11,14,17-Eicosapentenoyl Coenzyme A	nan	nan
MAM03171	2,7,10,13,16-Docosapentenoyl Coenzyme A	nan	nan
MAM03557	2,4,7,10,13,16-Docosahexenoyl Coenzyme A	nan	nan
MAM03210	3,7,10,13,16-Docosapentenoyl Coenzyme A	nan	nan
MAM02831	2,7,10,13,16,19-Docosahexenoyl Coenzyme A	nan	nan
MAM03556	2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A	nan	nan
MAM03559	3,7,10,13,16,19-Docosahexenoyl Coenzyme A	nan	nan
MAM03798	W-Hydroxydocosanoicacid	nan	CHEBI:76322
MAM03242	3-Hydroxyisovaleryl Coenzyme A	nan	CHEBI:62555
MAM03243	3-Hydroxy-Isovaleryl Carnitine	nan	CHEBI:73027
MAM03659	3-Hexenoyl Coenzyme A	nan	nan
MAM03552	2,6-Dimethyl Heptanoyl Coenzyme A	nan	CHEBI:84847
MAM03797	W-Hydroxydecanoicacid	nan	nan
MAM03923	Sebacicacid	C08277	CHEBI:41865
MAM03969	Trans4Decenoyl Coenzyme A	nan	nan
MAM03522	Cis2Trans4Decadienoyl Coenzyme A	nan	CHEBI:137593
MAM03966	Trans2,6Dodecadienoyl Coenzyme A	nan	nan
MAM03967	Trans3,6Dodecadienoyl Coenzyme A	nan	nan
MAM03790	11-Octadecenoyl Carnitine	nan	nan
MAM03793	Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)	nan	nan
MAM03954	Suberic Acid	C08278	CHEBI:9300
MAM03483	Beta-Glucans	nan	nan
MAM03595	Beta Glucan-Glycocholate Complex	nan	nan
MAM03604	Beta Glucan-Taurocholic Acid Complex	nan	nan
MAM03605	Beta Glucan-Taurodeoxycholic Acid Complex	nan	nan
MAM03621	Glycyl-Glycine	nan	nan
MAM03629	Glycyl-Phenylalanine	nan	nan
MAM03630	Glycylproline	nan	CHEBI:356660
MAM03631	Glycylsarcosine	nan	nan
MAM03638	Gums	nan	nan
MAM03639	Guar Gum-Deoxyxholic Acid Complex	nan	nan
MAM03640	Guar Gum-Glycocholate Complex	nan	nan
MAM03641	Guar Gum-Taurocholic Acid Complex	nan	nan
MAM03714	Leucyl-Glycine	nan	nan
MAM03715	Leucylleucine	nan	nan
MAM03851	Pectin	C08348	CHEBI:47954
MAM03852	Pectin-Deoxycholic Acid Complex	nan	nan
MAM03853	Pectin-Glycocholate Complex	nan	nan
MAM03854	Pectin-Taurocholic Acid Complex	nan	nan
MAM03896	L-Prolinylglycine	nan	nan
MAM03907	Psyllium	nan	nan
MAM03908	Psillium-Glycocholic Acid Complex	nan	nan
MAM03909	Psyllium-Taurocholic Acid Complex	nan	nan
MAM03910	Psyllium-Taurodeoxycholic Acid Complex	nan	nan
MAM03933	S-Sulfo-L-Cysteine	C05824	CHEBI:27891
MAM02679	pantetheine	C00154	CHEBI:15525
MAM01892	15-Keto-Prostaglandin F2A	nan	nan
MAM03410	2-Hydroxyadipic Acid	nan	nan
MAM03882	Phenyllactate	nan	nan
MAM03433	19-Hydroxyandrost-4-Ene-3,17-Dione	nan	nan
MAM04040	Tetradecenoyl Coenzyme A (N-C14:1)	nan	nan
MAM03247	3-Methylhistidine	nan	nan
MAM03681	Homocitrulline	nan	nan
MAM03862	Phenylacetylglycine_phacgly	nan	nan
MAM03815	1-Myristoylglycerophosphocholine	C04230	nan
MAM03832	1-Oleoylglycerophosphocholine (Delta 9)	C04230	nan
MAM03859	1-Oleoylglycerophosphoethanolamine (Delta 9)	nan	nan
MAM03834	1-Palmitoleoylglycerophosphocholine (Delta 9)	nan	nan
MAM03833	1-Palmitoylglycerophosphocholine	nan	nan
MAM03860	1-Palmitoylglycerophosphoethanolamine	nan	nan
MAM03803	1-Palmitoylglycerophosphoinositol	nan	nan
MAM03835	1-Stearoylglycerophosphocholine	C04230	nan
MAM03861	1-Stearoylglycerophosphoethanolamine	nan	nan
MAM03804	1-Stearoylglycerophosphoinositol	nan	nan
MAM03805	2-Linoleoylglycerophosphocholine	nan	nan
MAM03847	2-Linoleoylglycerophosphoethanolamine	nan	nan
MAM03806	2-Oleoylglycerophosphocholine	nan	nan
MAM03807	2-Palmitoylglycerophosphocholine	nan	nan
MAM03808	2-Stearoylglycerophosphocholine	nan	nan
MAM04077	1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)	nan	nan
MAM04075	1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)	nan	nan
MAM04079	1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)	nan	nan
MAM04078	Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)	nan	nan
MAM04080	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)	nan	nan
MAM03816	1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)	nan	nan
MAM03809	1-Arachidonoyl-Glycero-3-Phosphocholine	nan	nan
MAM03818	1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)	nan	nan
MAM03817	1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)	nan	nan
MAM03819	1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)	nan	nan
MAM03820	1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)	nan	nan
MAM03822	1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)	C04230	nan
MAM03823	1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)	nan	nan
MAM03824	1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)	nan	nan
MAM03826	1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3	nan	nan
MAM03825	1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6	nan	nan
MAM03827	1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)	nan	nan
MAM03848	1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine	nan	nan
MAM03844	1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)	nan	nan
MAM03846	1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)	nan	nan
MAM03845	1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)	nan	nan
MAM03855	1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)	nan	nan
MAM03838	1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)	nan	nan
MAM03840	1-Myristoylglycerophosphoethanolamine (C14:0 Pe)	nan	nan
MAM03842	1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)	nan	nan
MAM03839	1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)	nan	nan
MAM03841	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)	nan	nan
MAM03843	1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)	nan	nan
MAM03821	1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3	nan	nan
MAM03802	1-Arachidonoylglycerophosphoinositol	nan	nan
MAM03828	1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24	C04230	nan
MAM03829	Lysopc A C26:1 (Delta 5)	nan	nan
MAM03830	Lysopc A C28:1 (Delta 5)	nan	nan
MAM03831	Lysopc A C28:0	nan	nan
MAM03810	1-Docosahexaenoylglycerophosphocholine	nan	nan
MAM03811	1-Eicosadienoylglycerophosphocholine (Delta 11,14)	nan	nan
MAM03812	1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)	nan	nan
MAM03813	1-Heptadecanoylglycerophosphocholine	C04230	CHEBI:580913
MAM03814	1-Linoleoylglycerophosphocholine (Delta 9,12)	nan	nan
MAM03856	1-Linoleoylglycerophosphoethanolamine (Delta 9,12)	nan	nan
MAM03937	Sm (D18:1/14:0), Sphingomyelin	nan	nan
MAM03946	Sm (D18:1/21:0), Sphingomyelin	nan	nan
MAM03947	Sm (D18:1/22:1), Sphingomyelin	nan	nan
MAM03948	Sm (D18:1/22:0), Sphingomyelin	nan	nan
MAM03949	Sm (D18:1/23:0), Sphingomyelin	nan	nan
MAM03936	Sm (D18:0/24:1), Sphingomyelin	nan	nan
MAM03950	Sm (D18:0/24:0), Sphingomyelin	nan	nan
MAM03951	Sm (D18:0/25:0), Sphingomyelin	nan	nan
MAM03938	Sm (D18:1/15:0), Sphingomyelin	nan	nan
MAM03939	Sm (D18:1/16:1), Sphingomyelin	nan	nan
MAM03940	Sm (D18:1/16:0), Sphingomyelin	nan	nan
MAM03941	Sm (D18:1/17:0), Sphingomyelin	nan	nan
MAM03943	Sm (D18:1/18:0), Sphingomyelin	nan	nan
MAM03942	Sm (D18:1/18:1), Sphingomyelin	nan	nan
MAM03944	Sm (D18:1/20:1), Sphingomyelin	nan	nan
MAM03945	Sm (D18:1/20:0), Sphingomyelin	nan	nan
MAM04076	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	nan	nan
MAM03752	1-Linoleoylglycerol	nan	nan
MAM03753	1-Oleoylglycerol	nan	nan
MAM03754	1-Palmitoylglycerol	nan	nan
MAM03755	1-Stearoylglycerol	nan	nan
MAM03751	1-Arachidonoyl Glycerol	nan	CHEBI:75612
MAM03848	1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine	nan	CHEBI:64395
MAM03814	1-Linoleoylglycerophosphocholine (Delta 9,12)	nan	CHEBI:28733
MAM03856	1-Linoleoylglycerophosphoethanolamine (Delta 9,12)	nan	CHEBI:83058
MAM03569	Cis,Cis-11,14-Eicosadienoic Acid	C16525	CHEBI:603631
MAM03684	Hexanoate (N-C6:0)	nan	CHEBI:17120
MAM03976	Cia-5,8, Tetradecadienoic Acid	nan	nan
MAM03619	Glycerol 2-Phosphate	nan	CHEBI:58083
MAM03401	Acetyl-L-Lysine	nan	nan
MAM03276	4-Methyl-Thio-Oxo-Butyrate	nan	nan
MAM03248	3-Methyl-Thio-Propionate	nan	nan
MAM01892	15-Keto-Prostaglandin F2A	nan	CHEBI:133409
MAM03234	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide	nan	nan
MAM03232	3-(3-Hydroxy-Phenyl)Propionate	nan	CHEBI:57277
MAM03233	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative	nan	nan
MAM03247	3-Methylhistidine	nan	CHEBI:70959
MAM03396	D-Arabitol	nan	nan
MAM03397	Acetyl-Glycine	nan	nan
MAM03406	Acetyl-Threonine	nan	nan
MAM03434	O-Arachidonoyl Ethanolamine	nan	nan
MAM01616	cortisone	nan	CHEBI:16962
MAM03550	C12:0-Ethanolamide, Didecanoyl Ethanolamide	nan	CHEBI:85263
MAM03551	Dihomo-Gamma-Linolenoyl Ethanolamide	nan	nan
MAM03558	Docosahexaenoyl Ethanolamide	nan	CHEBI:134165
MAM03561	Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)	nan	CHEBI:34478
MAM03562	Dodecanedioic Acid	nan	CHEBI:76273
MAM03649	Heptadecanoyl Thanolamide (C17:0)	nan	CHEBI:165587
MAM03652	Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)	nan	CHEBI:71465
MAM02132	homocarnosine	nan	nan
MAM03724	Linoleoyl Ethanolamide	nan	nan
MAM03796	Oleoyl Ethanolamide	nan	nan
MAM03857	Pentadecanoyl Thanolamide (C15:0)	nan	nan
MAM03885	Palmitoylethanolamide	nan	nan
MAM03953	Stearoyl Ethanolamide	nan	nan
MAM03977	C14:0-Ethanolamide, Tetradecanoyl Ethanolamide	nan	nan
MAM04006	Tridecanoyl Thanolamide (C13:0)	nan	nan
MAM03619	Glycerol 2-Phosphate	nan	nan
MAM03232	3-(3-Hydroxy-Phenyl)Propionate	nan	nan
MAM03684	Hexanoate (N-C6:0)	nan	nan
MAM03399	Acetyl Isoleucine (Chemspider Id: 9964364)	nan	nan
MAM03400	N-Acetylleucine	nan	nan
MAM03398	Acetylhomoserine	nan	nan
MAM04061	Ursodeoxycholyl Coenzyme A	nan	nan
MAM03313	7-Ketolithocholate	nan	nan
MAM03485	Benzoyl Coenzyme A	nan	nan
MAM02723	phenylacetylglycine	nan	CHEBI:27480
MAM03836	P-Cresol	C01468	CHEBI:17847
MAM03837	P-Cresol Sulfate	nan	nan
MAM03701	Indole	nan	nan
MAM03702	Indoxyl	nan	nan
MAM03703	Indoxyl Sulfate	nan	nan
MAM03215	3-Hydroxycinnamic Acid	nan	nan
MAM03231	3-Hydroxyphenylpropionic Acid (3-Hppa)	nan	nan
MAM03231	3-Hydroxyphenylpropionic Acid (3-Hppa)	nan	CHEBI:57277
MAM03411	Alanyl-Arginyl-Cysteine	nan	nan
MAM03412	Alanyl-Arginyl-Glycine	nan	nan
MAM03413	Alanyl-Asparaginyl-Leucine	nan	nan
MAM03414	Alanyl-Glycyl-Lysine	nan	nan
MAM03415	Alanyl-Histidyl-Alanine	nan	nan
MAM03416	Alanyl-Lysine-Threonine	nan	nan
MAM03435	Arginyl-Alanyl-Alanine	nan	nan
MAM03436	Arginyl-Alanine-Phenylalanine	nan	nan
MAM03437	Arginyl-Alanyl-Threonine	nan	nan
MAM03438	Arginyl-Arginine	nan	nan
MAM03439	Arginyl-Arginyl-Lysine	nan	nan
MAM03440	Arginyl-Arginyl-Metheonine	nan	nan
MAM03441	Arginyl-Cystinyl-Glycine	nan	nan
MAM03442	Arginyl-Cystinyl-Serine	nan	nan
MAM03443	Arginyl-Glutamyl-Glutamate	nan	nan
MAM03444	Arginyl-Glutamyl-Proline	nan	nan
MAM03445	Arginyl-Glycyl-Glycine	nan	nan
MAM03446	Arginyl-Histidyl-Threonine	nan	nan
MAM03447	Arginyl-Leucyl-Phenylalanine	nan	nan
